hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,1910001990,34543066.0,2.0,1.54
asels,21125992877,579738100.0,3.0,3.28
reedr,2292221171,77896146.0,3.0,0.42
miatk,5432107308,-14969888.0,-0.0,-0.12
sdttr,921566573,61870330.0,7.000000000000001,13.76
ingrm,137141988,3479952.0,3.0,10.22
atatp,206876886,-19909024.0,-10.0,-7.94
alctl,298617895,1239878.0,0.0,0.42
karel,243050451,-20433308.0,-8.0,-0.74
aztek,217737056,-14353865.0,-7.000000000000001,-2.68
httbt,350651633,14332188.0,4.0,1.9
logo,384434442,-28215880.0,-7.000000000000001,-8.49
ardyz,325076892,-6140835.0,-2.0,-0.5
indes,219889947,-10794967.0,-5.0,-0.34
mobtl,314365703,35953165.0,11.0,0.48
penta,157065268,-8669942.0,-6.0,-0.74
netas,239210027,-17478430.0,-7.000000000000001,-3.89
arena,345876536,-11137034.0,-3.0,-1.39
escom,276615017,-6661106.0,-2.0,-0.06
papil,1350095929,-88005304.0,-7.000000000000001,-2.39
forte,320743356,-55637655.0,-17.0,-12.54
link,977782740,14271278.0,1.0,8.05
vbtyz,123949222,162963.0,0.0,0.02
fonet,1337753413,84580992.0,6.0,1.05
mtrks,167897168,-7331386.0,-4.0,-1.04
edata,228994121,-4671177.0,-2.0,-0.09
kfein,1099837572,7152433.0,1.0,0.84
pkart,221568458,14860116.0,7.000000000000001,4.33
obase,116181167,14995160.0,13.0,3.99
kront,79239228,-9192668.0,-12.0,-1.86
smart,302638966,7706661.0,3.0,0.73
dgate,109992816,12281675.0,11.0,5.6
despc,97000074,-2975706.0,-3.0,-1.36
manas,556099140,45255031.0,8.0,0.93
odine,1227295890,-80586592.0,-7.000000000000001,-7.86
patek,1605407247,-193712748.0,-12.0,-8.38
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,490575773,-65475649.0,-13.0,-7.94
ekgyo,11944507272,448134414.0,4.0,0.48
zrgyo,390670773,-11456871.0,-3.0,-0.61
srvgy,367539934,-32016893.0,-9.0,-0.28
rygyo,588097330,17872791.0,3.0,0.43
isgyo,537320430,69234559.0,13.0,2.04
basgz,94129661,7563878.0,8.0,2.21
aksgy,243573809,9868464.0,4.0,0.27
ozkgy,293406240,-18532927.0,-6.0,-0.71
dggyo,51267174,-4424899.0,-9.0,-3.16
psgyo,2175614710,5978302.0,0.0,0.01
yggyo,175987020,12060671.0,7.000000000000001,5.49
akmgy,100068977,-2204015.0,-2.0,-5.25
asgyo,136559638,544230.0,0.0,0.04
hlgyo,823923690,-40090744.0,-5.0,-0.13
adgyo,279720929,-15410180.0,-6.0,-1.72
akfgy,589961817,11005698.0,2.0,0.04
tsgyo,358010459,24747832.0,7.000000000000001,0.5
surgy,342939313,-16594003.0,-5.0,-2.0
klgyo,337016314,18942991.0,6.0,0.28
algyo,127169058,1979149.0,2.0,0.28
kzbgy,585122159,-2348816.0,-0.0,-0.03
sngyo,690387408,-259490.0,-0.0,-0.0
vkgyo,509021922,1550323.0,0.0,0.01
pekgy,1315529471,-18240387.0,-1.0,-0.02
fzlgy,607823794,-40328513.0,-7.000000000000001,-2.31
begyo,2223073315,-2676457.0,-0.0,-0.02
segyo,366799812,-41548632.0,-11.0,-0.6
pehol,7312896482,96515804.0,1.0,0.24
nugyo,77560891,2211218.0,3.0,0.19
agyo,45602113,-5383154.0,-12.0,-0.72
dzgyo,386451434,-34991067.0,-9.0,-0.64
msgyo,75376879,1964989.0,3.0,0.11
mrgyo,520922386,40783468.0,8.0,0.11
krgyo,638200644,-2729246.0,-0.0,-0.05
ozgyo,149327409,10499877.0,7.000000000000001,0.34
kgyo,198938209,23379199.0,12.0,0.36
ygyo,252553079,35879651.0,14.000000000000002,1.32
avgyo,92759608,12579226.0,14.000000000000002,1.29
tdgyo,205893782,-23887475.0,-12.0,-1.77
atagy,52621929,-2585035.0,-5.0,-0.53
idgyo,44699497,3369788.0,8.0,0.18
mhrgy,128484834,7227679.0,6.0,0.28
avpgy,446925030,-21706112.0,-5.0,-2.69
vrgyo,260472045,5153169.0,2.0,0.05
kzgyo,112361567,-3102095.0,-3.0,-0.57
eygyo,197981950,25346060.0,13.0,0.3
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
garan,13895396111,-597387498.0,-4.0,-4.64
isctr,23656779946,-1445359188.0,-6.0,-0.71
halkb,6147776243,42649800.0,1.0,0.14
vakbn,4716703214,-163519427.0,-3.0,-0.77
akbnk,32513663685,-1117667662.0,-3.0,-1.74
skbnk,2551788285,72720005.0,3.0,0.15
