hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,2799782740,-153826774.0,-5.0,-4.91
asels,21157183588,88297158.0,0.0,0.49
reedr,2981038489,-113374350.0,-4.0,-0.5
miatk,6005428472,-297556442.0,-5.0,-2.27
sdttr,445434052,5547306.0,1.0,2.46
ingrm,152322979,3222677.0,2.0,8.53
atatp,232619888,-6177601.0,-3.0,-2.25
alctl,242723024,17261003.0,7.000000000000001,7.26
karel,425170525,-30629446.0,-7.000000000000001,-0.64
aztek,365675910,1684786.0,0.0,0.2
httbt,417780566,16745367.0,4.0,1.89
logo,362669786,1213173.0,0.0,0.41
ardyz,358269262,22881853.0,6.0,1.76
indes,194916038,25292143.0,13.0,0.92
mobtl,93827446,-85728.0,-0.0,-0.0
penta,175440619,8633296.0,5.0,0.67
netas,240581284,2972909.0,1.0,0.65
arena,354709212,21742864.0,6.0,2.5
escom,114122271,2601738.0,2.0,0.06
papil,1847460453,23813938.0,1.0,0.44
forte,316706127,7878819.0,2.0,1.94
link,627843256,76866310.0,12.0,62.74
vbtyz,132008140,12150254.0,9.0,1.77
fonet,1124207437,-32919346.0,-3.0,-0.45
mtrks,246980710,7538806.0,3.0,0.77
edata,279781988,11288181.0,4.0,0.17
kfein,554866518,-55966154.0,-10.0,-12.02
pkart,85421235,1134490.0,1.0,0.79
obase,122253766,24366002.0,20.0,6.02
kront,98713961,584382.0,1.0,0.1
smart,271645615,17047569.0,6.0,1.8
dgate,110376796,13723548.0,12.0,6.18
despc,100597321,2570255.0,3.0,1.14
manas,391573831,-12179745.0,-3.0,-0.36
odine,1104062948,86113020.0,8.0,9.46
patek,3132023368,-247686010.0,-8.0,-6.2
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,740727646,30681831.0,4.0,2.47
ekgyo,13136549502,455570894.0,3.0,0.44
zrgyo,455628520,24762592.0,5.0,1.08
srvgy,637229159,48657593.0,8.0,0.23
rygyo,533792070,28005960.0,5.0,0.77
isgyo,317543038,-25850290.0,-8.0,-1.31
basgz,96295885,-6488360.0,-7.000000000000001,-1.84
aksgy,250730453,27179653.0,11.0,0.72
ozkgy,275149466,4191942.0,2.0,0.17
dggyo,47808475,-4246294.0,-9.0,-3.18
psgyo,1484189246,52960319.0,4.0,0.06
yggyo,167961679,29791669.0,18.0,13.98
akmgy,55565783,-1662379.0,-3.0,-6.66
asgyo,136191876,7438052.0,5.0,0.58
hlgyo,876393656,-63068608.0,-7.000000000000001,-0.2
adgyo,243876385,22888877.0,9.0,2.87
akfgy,252110139,-2948987.0,-1.0,-0.02
tsgyo,588948118,556985.0,0.0,0.01
surgy,383893876,8472658.0,2.0,0.91
klgyo,264615443,-8123820.0,-3.0,-0.14
algyo,121759770,15977057.0,13.0,2.41
kzbgy,1260632605,-28802591.0,-2.0,-0.17
sngyo,769744781,16718382.0,2.0,0.07
vkgyo,714863397,55887830.0,8.0,0.16
pekgy,1571961540,60819746.0,4.0,0.06
