tekno,78985579043.2,1219452390.0,1.5,11,24
gyo,59516409466.4,-904620169.1,-1.5,16,31
banka,206373555381.4,-17133297809.6,-8.3,1,7
bist30,472116574186.5,-1744326538.4,-0.4,11,13
harz,75938350405.2,-2030392076.5,-2.7,24,71
bist500,745622968899.1,-4767055153.2,-0.6,138,260
enerji,25147772343.5,-1225657199.2,-4.9,6,26
bist100,626879775357.7,-2626300537.2,-0.4,29,60
fonlar,11219641679.0,-514135818.3,-4.6,4,7
