hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,5489391654,-56813841.0,-1.0,-0.98
asels,36139278580,255586341.0,1.0,0.83
reedr,4100437303,234197578.0,6.0,0.71
miatk,9109130745,701387437.0,8.0,3.41
sdttr,799358935,-1799969.0,-0.0,-0.45
ingrm,151373520,-1400606.0,-1.0,-3.65
atatp,220460233,-1690175.0,-1.0,-0.64
alctl,269065739,11517375.0,4.0,4.22
karel,332852451,-20853523.0,-6.0,-0.54
aztek,426714968,1459343.0,0.0,0.14
httbt,736718556,32371369.0,4.0,1.99
logo,560423879,-21248485.0,-4.0,-4.62
ardyz,427348001,48020504.0,11.0,2.99
indes,253955159,20385193.0,8.0,0.56
mobtl,137265356,-4482934.0,-3.0,-0.12
penta,238594833,6263021.0,3.0,0.34
netas,287398838,-1277226.0,-0.0,-0.23
arena,325605157,30619556.0,9.0,3.55
escom,142685217,4253607.0,3.0,0.07
papil,2069572278,22603440.0,1.0,0.37
forte,487674737,46469579.0,10.0,7.17
link,436443274,67749871.0,16.0,72.12
vbtyz,152727613,15114285.0,10.0,1.86
fonet,835175205,-52122726.0,-6.0,-0.91
mtrks,287413412,11305582.0,4.0,0.95
edata,102823284,8366220.0,8.0,0.31
kfein,431497049,31253786.0,7.000000000000001,8.22
pkart,91656788,-1807257.0,-2.0,-1.15
obase,127313058,9597047.0,8.0,2.08
kront,102580261,3940565.0,4.0,0.64
smart,264444778,14357029.0,5.0,1.52
dgate,103603539,12723706.0,12.0,6.01
despc,126874009,1802608.0,1.0,0.62
manas,267764522,14283065.0,5.0,0.58
odine,1539881281,-11308080.0,-1.0,-0.9
patek,3020932399,218187047.0,7.000000000000001,5.81
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,965336659,132484907.0,14.000000000000002,7.76
ekgyo,17175675295,1136929322.0,7.000000000000001,0.83
zrgyo,698810438,44344114.0,6.0,1.21
srvgy,545833418,6087703.0,1.0,0.03
rygyo,662302217,112955465.0,17.0,2.33
isgyo,514053920,-26369975.0,-5.0,-0.84
basgz,163028056,23720353.0,15.0,3.89
aksgy,278903523,17801415.0,6.0,0.42
ozkgy,468561486,-20839143.0,-4.0,-0.48
dggyo,51496088,-5195794.0,-10.0,-3.73
psgyo,1658370958,31927896.0,2.0,0.03
yggyo,136595263,9287990.0,7.000000000000001,4.99
akmgy,62695083,3095582.0,5.0,10.88
asgyo,154808455,-892554.0,-1.0,-0.06
hlgyo,832932361,69116022.0,8.0,0.22
adgyo,260858311,9429366.0,4.0,1.06
akfgy,445642390,3062836.0,1.0,0.01
tsgyo,1311333852,-9505252.0,-1.0,-0.06
surgy,328467175,16350198.0,5.0,1.9
klgyo,389916683,-5874243.0,-2.0,-0.07
algyo,169073027,10419811.0,6.0,1.1
kzbgy,902562111,107001745.0,12.0,0.78
sngyo,922230576,63246293.0,7.000000000000001,0.22
vkgyo,893025282,73339464.0,8.0,0.16
pekgy,1710749134,123345093.0,7.000000000000001,0.11
fzlgy,440657597,20295393.0,5.0,1.46
begyo,2167520107,-120473868.0,-6.0,-0.79
segyo,218253372,3493870.0,2.0,0.08
pehol,6034134949,95899491.0,2.0,0.24
nugyo,87624756,-961438.0,-1.0,-0.07
agyo,52655921,-8994540.0,-17.0,-1.06
dzgyo,525143387,-31033082.0,-6.0,-0.48
msgyo,84765469,-2948160.0,-3.0,-0.15
mrgyo,515637412,-25230470.0,-5.0,-0.06
krgyo,396783900,6378316.0,2.0,0.19
ozgyo,155234123,6164296.0,4.0,0.18
kgyo,200413383,17835652.0,9.0,0.26
ygyo,634512578,-1768140.0,-0.0,-0.02
avgyo,95752838,15599490.0,16.0,1.44
tdgyo,373269882,-12263482.0,-3.0,-0.51
atagy,45133148,-5761567.0,-13.0,-1.36
idgyo,41922532,1890194.0,5.0,0.1
mhrgy,156918236,34519028.0,22.0,1.01
avpgy,516699178,-778375.0,-0.0,-0.08
vrgyo,160588187,5254037.0,3.0,0.08
kzgyo,89832807,8362761.0,9.0,1.77
eygyo,132346340,3511634.0,3.0,0.05
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
garan,21521051663,1059983272.0,5.0,5.72
isctr,44948827166,1810200505.0,4.0,0.51
halkb,7710478659,265283233.0,3.0,0.73
vakbn,8447827437,286337728.0,3.0,0.83
akbnk,58402281488,16208598.0,0.0,0.02
skbnk,1671869595,150203027.0,9.0,0.39
albrk,785358803,841057.0,0.0,0.01
ykbnk,48610450929,-5941517219.0,-12.0,-3.01
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
alark,7380444504,293936420.0,4.0,3.69
arclk,1949753081,-134843275.0,-7.000000000000001,-9.63
asels,36139282060,255586341.0,1.0,0.83
astor,9111694076,886995136.0,10.0,10.27
bimas,34939952436,515411286.0,1.0,6.54
ekgyo,17175675295,1136929322.0,7.000000000000001,0.83
enkai,12705408197,46503663.0,0.0,0.23
eregl,19836153575,488949256.0,2.0,0.55
froto,8113273156,397520584.0,5.0,50.81
gubrf,6341186773,109703091.0,2.0,4.31
hekts,1985328643,73288792.0,4.0,0.12
kchol,21351418039,382468906.0,2.0,2.94
kozal,11376202916,1471378386.0,13.0,3.37
kozaa,3308744935,165036038.0,5.0,3.96
krdmd,9653746974,321309772.0,3.0,0.96
odas,1777576814,100619159.0,6.0,0.28
petkm,4423574783,287103947.0,6.0,1.08
pgsus,12030304922,65749077.0,1.0,1.4
sahol,20848634506,273520302.0,1.0,1.09
sasa,9853302085,683206782.0,7.000000000000001,0.24
sise,6638693770,294995353.0,4.0,1.65
tavhl,5959965951,85498493.0,1.0,3.59
tcell,17686131495,280516636.0,2.0,1.46
thyao,55674605814,1319991581.0,2.0,7.28
toaso,8475365902,-112413105.0,-1.0,-2.3
tuprs,15317704765,417636725.0,3.0,3.8
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
tezol,394555697,-39584198.0,-10.0,-1.65
a1cap,183825587,16705180.0,9.0,0.43
adgyo,260858311,9429366.0,4.0,1.06
agrot,2718777824,238162700.0,9.0,0.76
ahgaz,543510843,-85930678.0,-16.0,-3.29
akfye,340540968,32717076.0,10.0,1.51
alfas,875640926,2422750.0,0.0,0.14
asgyo,154808455,-892554.0,-1.0,-0.06
atakp,80972753,-3633069.0,-4.0,-1.67
astor,9111694076,886995136.0,10.0,10.27
aztek,426714968,1459343.0,0.0,0.14
barma,147986358,-3774585.0,-3.0,-0.42
begyo,2167520107,-120473868.0,-6.0,-0.79
bieny,481627835,53080155.0,11.0,3.68
bigch,226024940,4013112.0,2.0,0.46
binho,715889412,42984450.0,6.0,13.94
bmstl,733910813,-5302848.0,-1.0,-0.31
borls,414917033,-9641029.0,-2.0,-2.06
brkvy,379310722,-409378.0,-0.0,-0.06
bvsan,501013468,-3737869.0,-1.0,-0.74
bydnr,216094845,-6884202.0,-3.0,-0.65
cates,109514988,-2616548.0,-2.0,-0.66
conse,153005059,-4848741.0,-3.0,-0.08
cvkmd,1392182114,-44518.0,-0.0,-0.0
cwene,445965668,19111097.0,4.0,0.7
dapgm,578366581,27358194.0,5.0,0.34
dmrgd,359982104,1524021.0,0.0,0.06
dofer,85741300,1050928.0,1.0,0.29
ebebk,257167563,-5142497.0,-2.0,-0.96
ekos,159624008,4385167.0,3.0,0.51
eksun,111859107,-9432483.0,-8.0,-0.44
enery,1250394519,-37598340.0,-3.0,-0.1
ensri,250044834,-18622043.0,-7.000000000000001,-1.32
eupwr,2236762998,21328473.0,1.0,0.27
